age,gender,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
19,Other,7.0,0.79,1.17,5.06,2.16,7.54,2.71,Average,4,23,6,32.89,50.7
18,Female,4.24,1.74,0.2,5.57,1.08,6.17,3.26,Good,5,9,0,27.2,45.38
19,Female,2.05,3.22,3.48,2.95,1.31,7.86,4.93,Average,8,9,33,13.48,8.56
17,Other,5.92,3.43,1.67,3.04,1.62,7.54,8.36,Poor,2,23,11,37.27,38.91
17,Male,7.28,3.56,1.82,0.58,2.01,8.67,8.63,Good,3,35,1,41.64,55.03
18,Male,7.03,2.32,0.58,3.64,1.62,5.81,4.85,Good,7,22,13,34.43,55.09
17,Other,5.24,4.81,2.87,2.95,2.4,7.58,5.62,Good,2,16,18,26.78,46.11
22,Other,2.87,0.69,2.32,3.04,0.82,8.34,7.8,Poor,6,7,8,22.35,24.58
22,Other,3.98,0.57,0.94,3.36,1.08,8.9,4.62,Average,10,10,0,21.05,50.53
17,Other,5.77,3.29,2.85,3.79,1.41,7.08,7.91,Poor,2,19,13,32.04,37.43
23,Male,3.59,0.52,2.64,4.01,0.97,6.37,9.07,Average,9,13,10,20.53,54.33
19,Male,3.42,2.79,0.04,3.59,0.71,9.06,7.0,Average,3,13,2,19.88,30.84
18,Male,4.22,2.73,1.73,1.63,1.0,7.96,3.31,Good,9,15,1,28.05,54.62
17,Female,1.93,3.15,3.01,3.19,1.61,6.26,4.48,Good,7,10,23,22.93,33.3
23,Other,4.42,1.42,1.4,2.52,1.97,6.23,11.24,Good,7,10,18,30.61,58.48
23,Female,5.38,0.5,2.74,2.39,2.97,6.15,5.25,Average,6,17,10,32.75,59.25
16,Female,2.32,0.72,1.92,2.81,1.74,5.76,12.33,Average,2,0,22,1.06,4.22
18,Female,4.56,1.67,0.24,4.53,1.77,6.51,8.3,Good,1,19,12,14.85,26.44
24,Female,7.92,2.21,2.97,5.03,1.88,9.42,5.57,Average,7,25,5,39.6,65.07
19,Female,8.76,3.67,2.1,2.28,2.4,6.66,9.7,Good,4,32,29,49.22,59.92
16,Other,5.68,0.92,1.55,0.24,3.64,7.05,7.93,Poor,2,18,8,32.57,48.94
17,Female,3.38,0.05,2.5,5.32,1.0,8.63,7.21,Poor,1,0,31,3.92,19.1
19,Female,3.09,0.02,3.5,3.68,2.59,6.65,8.32,Good,0,5,21,18.5,9.15
20,Other,4.37,1.44,2.05,3.21,0.18,8.03,6.22,Poor,7,16,1,35.31,39.21
17,Male,4.77,0.92,2.49,3.75,1.11,8.7,5.94,Poor,8,13,0,26.15,40.04
23,Female,3.47,1.2,2.73,0.47,1.34,6.43,5.81,Good,0,6,19,24.91,51.0
19,Other,4.16,1.6,3.12,1.98,3.69,8.96,10.55,Good,4,8,21,15.19,20.81
17,Male,6.27,1.9,2.01,3.13,2.12,6.93,11.17,Good,6,27,36,25.43,38.97
19,Other,5.65,1.86,2.18,1.46,1.92,6.69,5.24,Average,4,15,13,32.52,44.69
17,Female,2.48,1.8,2.03,2.79,1.98,6.0,4.65,Average,5,2,0,17.02,36.44
17,Other,1.6,1.43,1.78,3.97,0.38,7.65,4.8,Good,7,0,0,19.96,20.21
22,Other,5.22,1.47,0.85,1.84,2.44,8.09,9.38,Average,4,13,13,21.22,28.54
15,Male,3.11,2.67,3.37,4.31,1.15,6.05,4.61,Good,4,10,19,18.0,19.54
16,Male,3.38,2.21,0.18,4.55,1.64,8.12,2.92,Average,7,18,10,26.05,43.89
17,Female,3.47,2.05,3.06,2.54,4.39,8.88,7.13,Good,8,14,15,35.29,45.09
20,Female,9.92,3.25,1.53,3.56,0.59,7.78,7.5,Poor,7,35,28,56.54,60.77
23,Other,5.72,2.67,3.27,5.61,3.46,5.89,7.37,Average,0,15,47,18.29,28.18
17,Female,7.57,3.47,2.68,3.6,2.79,9.27,8.4,Average,3,17,2,33.69,41.45
16,Male,3.14,0.88,1.61,2.95,3.02,8.22,6.85,Good,3,4,15,10.23,11.84
23,Female,4.56,3.27,2.93,2.52,3.16,6.63,3.98,Average,4,13,25,30.0,41.8
24,Other,2.15,1.97,2.93,2.79,0.33,7.8,7.12,Average,5,5,19,17.39,23.02
22,Other,6.32,1.95,2.88,3.07,2.37,6.23,5.29,Poor,4,8,19,17.3,27.92
22,Other,4.66,0.87,0.47,2.67,0.21,7.14,5.21,Poor,10,23,13,46.98,68.16
23,Male,3.43,3.06,2.47,4.75,1.95,5.51,9.08,Poor,4,3,13,19.21,18.8
17,Female,5.37,3.55,0.91,3.57,0.57,6.39,2.66,Average,1,24,0,24.82,29.25
20,Female,6.24,2.4,1.06,1.41,1.84,6.68,7.69,Average,7,17,0,38.14,43.83
19,Other,2.97,0.88,1.87,4.61,1.67,9.71,8.61,Average,1,8,14,17.0,8.94
18,Female,3.96,2.34,2.72,1.72,0.02,6.53,6.3,Good,3,16,0,32.25,29.8
15,Female,3.83,3.59,0.78,1.4,1.29,8.01,4.53,Poor,3,16,1,23.05,35.2
20,Other,4.24,1.41,2.6,3.42,0.47,4.4,5.3,Good,8,19,16,28.52,43.11
16,Other,5.39,3.34,2.91,3.29,3.19,8.94,9.61,Average,8,13,20,39.42,45.61
21,Female,3.46,2.72,2.1,5.45,2.66,5.94,7.2,Average,6,16,27,10.44,26.4
17,Other,4.31,1.54,2.82,2.88,1.88,6.83,7.67,Poor,3,22,17,17.58,24.82
16,Female,9.12,4.28,1.11,2.75,0.48,7.74,5.07,Good,7,36,0,49.01,57.64
20,Other,7.55,3.28,0.72,2.78,3.35,6.07,0.25,Average,5,21,0,37.64,57.78
19,Other,5.61,2.04,2.01,4.19,4.22,7.25,0.3,Poor,4,16,13,22.71,20.46
16,Male,5.09,2.47,1.2,4.27,1.49,7.98,7.34,Good,3,16,24,26.36,39.2
19,Male,4.66,3.82,2.24,3.34,0.09,9.47,8.89,Average,9,14,19,32.63,56.86
16,Male,5.95,2.88,3.09,0.09,1.91,7.66,6.32,Poor,8,17,0,32.05,35.29
19,Female,2.06,3.67,1.76,1.29,4.72,8.51,5.6,Poor,4,7,15,12.31,21.5
16,Female,1.8,0.63,3.38,2.59,2.13,7.33,7.81,Good,2,11,25,5.2,10.91
22,Other,1.85,3.12,1.63,1.34,0.56,7.4,5.33,Poor,4,11,2,15.04,17.68
21,Female,3.97,4.1,3.24,1.61,1.79,9.16,5.65,Poor,6,22,0,25.23,38.46
16,Other,1.56,3.64,1.77,0.92,2.44,6.51,6.76,Good,7,18,2,29.66,32.33
22,Female,8.13,2.06,2.82,3.86,2.63,4.37,7.31,Good,3,25,19,40.14,48.62
19,Female,5.74,0.67,0.4,1.88,1.07,6.9,3.84,Average,2,23,13,34.53,35.78
18,Female,5.04,0.21,2.46,1.69,3.53,6.45,8.76,Good,6,9,12,23.56,35.26
16,Other,3.68,4.31,2.43,2.01,3.39,6.16,6.38,Poor,8,20,24,33.37,27.27
17,Other,7.0,2.56,4.48,0.52,1.2,7.44,1.62,Good,8,13,0,50.37,64.1
23,Other,2.33,0.79,3.99,4.05,0.31,7.21,1.28,Good,5,0,2,24.43,23.04
21,Other,3.0,2.13,1.67,1.65,2.67,8.31,8.05,Good,1,8,0,11.62,29.89
19,Male,1.15,2.45,3.45,3.42,2.81,8.64,7.27,Average,9,0,13,15.87,23.75
21,Other,5.24,3.24,1.97,3.51,1.74,5.54,4.64,Poor,5,11,1,32.22,37.57
15,Female,6.26,3.49,3.14,4.79,0.22,7.55,7.82,Good,3,8,29,29.25,47.12
17,Male,0.48,1.07,1.95,3.46,0.37,8.11,2.84,Poor,1,8,1,1.95,5.48
21,Female,4.64,2.96,0.81,5.45,3.77,7.13,5.97,Good,2,7,35,13.41,25.98
21,Other,7.2,3.17,2.65,1.49,1.73,5.13,10.73,Average,3,15,30,39.22,57.51
17,Female,4.77,2.38,2.53,2.8,2.09,7.27,11.16,Good,5,20,31,24.46,40.0
23,Other,2.21,0.45,2.86,4.59,3.75,5.95,0.65,Good,5,0,1,12.64,20.37
16,Male,1.23,2.8,1.67,1.17,2.41,7.48,6.65,Good,8,2,0,13.16,14.19
23,Female,5.27,3.4,0.26,3.42,3.97,6.09,0.79,Good,8,18,7,24.84,45.32
19,Male,5.9,2.03,0.4,0.54,1.89,9.37,7.57,Good,6,19,0,41.73,53.16
19,Female,2.68,2.73,3.69,0.27,1.59,5.58,4.27,Average,4,0,24,28.82,17.89
21,Female,6.71,4.5,0.76,2.9,1.91,9.47,8.66,Good,10,21,4,36.19,50.09
16,Female,7.14,1.9,1.23,1.71,2.72,7.76,5.5,Good,2,21,9,28.2,49.48
18,Other,4.16,1.46,2.9,1.84,0.88,5.86,4.47,Poor,9,2,9,22.63,14.38
21,Male,3.52,0.64,2.12,6.17,3.92,4.35,3.66,Average,5,0,37,15.44,23.62
20,Male,6.73,1.23,1.15,2.5,0.35,7.48,4.85,Good,6,24,21,35.51,53.06
18,Female,5.3,0.64,1.41,2.59,1.41,9.29,7.54,Average,5,8,0,29.65,46.27
15,Other,1.02,2.81,1.99,0.71,0.66,6.7,7.57,Average,7,9,7,15.3,9.89
16,Other,2.91,0.62,2.32,4.27,1.04,6.24,7.84,Good,7,0,11,21.17,34.14
18,Other,2.38,0.71,1.52,3.94,0.98,8.63,4.76,Poor,8,9,0,17.09,30.15
23,Male,4.87,3.75,1.74,1.84,0.27,6.53,7.12,Average,2,13,6,21.39,20.62
19,Female,7.29,2.06,2.08,4.56,0.9,7.27,8.42,Poor,6,17,10,32.79,49.14
19,Female,3.73,3.08,0.01,4.53,1.86,7.6,8.69,Average,6,5,3,17.31,20.3
21,Female,4.84,1.91,2.69,4.34,3.27,4.99,6.41,Poor,4,21,25,26.79,41.04
19,Other,2.85,0.04,4.38,4.62,2.34,5.18,10.9,Poor,9,14,57,17.07,29.37
22,Female,3.52,1.86,0.96,4.8,1.83,6.43,2.63,Average,0,8,7,10.11,16.81
17,Male,3.75,3.11,1.56,4.63,0.8,10.26,5.79,Good,7,13,0,31.52,47.5
15,Other,3.28,4.02,1.94,3.47,0.95,8.02,6.08,Poor,0,8,1,9.26,17.15
21,Male,4.05,2.43,2.71,3.57,0.3,7.9,6.3,Good,7,5,12,36.88,32.56
18,Female,8.21,0.12,3.5,3.95,0.18,5.3,1.59,Average,3,18,13,39.28,50.37
21,Other,7.78,5.05,2.35,4.06,1.1,5.67,11.09,Average,8,31,15,34.49,52.73
18,Other,6.09,2.55,2.47,1.48,2.81,7.88,8.38,Poor,6,27,0,36.16,63.84
16,Other,0.48,1.11,1.24,1.97,1.9,7.23,6.25,Average,4,2,0,9.5,3.72
20,Male,3.81,2.73,3.26,4.15,4.09,6.7,4.15,Good,5,2,24,14.58,24.77
18,Other,9.75,1.74,4.08,4.44,1.33,7.96,3.23,Good,8,25,0,48.88,73.27
16,Other,3.03,0.76,1.39,2.51,0.59,6.26,3.74,Average,8,0,0,31.93,27.8
18,Male,3.99,0.4,0.96,5.49,2.2,6.97,2.35,Average,6,14,0,23.98,47.82
20,Female,2.53,2.67,2.37,4.08,3.44,4.58,9.61,Good,8,8,35,15.98,32.88
19,Male,5.23,0.62,1.85,1.77,3.05,5.34,8.03,Poor,5,16,16,29.87,32.08
15,Other,3.83,3.06,0.28,3.35,1.98,5.21,2.94,Good,2,1,7,10.86,33.69
20,Male,5.21,1.88,2.72,3.67,2.37,6.38,0.75,Good,7,13,26,21.22,36.81
16,Male,7.05,1.39,1.58,1.6,2.91,5.42,4.87,Good,10,29,15,36.26,68.84
24,Male,8.64,3.06,2.6,2.42,2.89,7.52,6.89,Poor,7,19,23,37.98,50.9
18,Female,3.68,3.68,0.97,3.82,1.72,7.51,10.07,Good,10,9,13,20.25,23.28
23,Other,7.67,2.15,1.54,1.25,0.01,9.23,4.35,Good,1,17,3,28.18,71.06
21,Other,4.51,0.25,2.33,3.35,3.43,8.5,4.3,Good,6,9,11,27.62,42.02
18,Female,6.06,1.14,1.22,4.01,0.23,8.24,9.55,Average,8,23,12,37.1,58.08
19,Male,2.65,2.08,0.05,2.7,2.81,9.75,8.51,Average,11,9,0,29.08,30.74
16,Male,1.81,2.35,1.27,0.93,1.17,6.37,6.51,Poor,10,3,1,22.62,27.69
18,Other,2.84,1.39,1.72,1.04,2.07,5.96,9.55,Good,9,6,14,24.43,42.44
17,Male,4.95,0.89,2.0,4.36,0.08,7.06,5.59,Poor,9,12,0,38.69,40.57
16,Other,5.59,3.28,3.67,5.93,1.72,8.81,2.75,Average,1,9,34,19.38,21.67
15,Female,6.06,2.07,2.44,2.97,1.45,5.36,8.82,Good,1,17,22,29.66,49.31
17,Male,1.3,0.25,1.47,2.99,2.43,8.48,5.9,Poor,3,0,16,0.22,19.84
20,Other,4.66,2.88,0.14,1.64,1.37,6.47,6.47,Good,6,11,0,20.09,43.73
16,Female,6.91,1.57,2.99,2.01,3.1,5.85,4.91,Good,9,25,23,48.11,66.07
18,Male,4.07,0.69,0.98,1.7,1.41,8.66,8.3,Average,3,2,3,20.12,28.98
23,Male,6.59,1.71,2.4,2.35,0.09,5.29,7.45,Good,6,32,9,39.5,71.18
16,Female,4.66,1.45,1.68,3.2,1.88,6.65,5.93,Poor,1,23,3,34.58,51.33
19,Male,5.38,0.97,3.27,0.25,2.64,8.12,4.13,Good,5,11,1,26.49,32.83
19,Male,4.48,3.46,4.18,0.8,0.49,8.5,5.74,Poor,9,19,0,31.39,56.61
17,Female,7.92,0.12,2.08,2.1,1.92,5.78,3.52,Good,2,18,7,49.74,67.42
19,Male,3.49,1.1,3.96,3.72,0.33,8.44,4.94,Good,10,10,24,25.79,23.61
18,Other,5.85,0.68,3.79,4.12,1.6,6.05,0.57,Poor,2,8,13,15.67,30.84
24,Other,5.0,3.44,2.89,1.25,3.31,7.15,10.85,Good,6,5,16,21.1,37.38
14,Male,6.75,2.13,0.42,1.96,0.09,7.47,5.16,Average,10,14,0,41.22,52.24
15,Male,0.03,1.61,1.55,2.57,2.54,7.92,9.63,Average,2,0,2,7.19,3.01
19,Female,3.95,1.33,2.72,1.55,2.14,7.56,5.07,Average,5,15,0,30.58,32.89
16,Female,7.41,1.83,4.33,4.38,1.82,9.07,7.4,Poor,1,25,35,29.37,36.59
20,Other,5.86,1.93,2.68,4.96,1.34,6.2,6.37,Average,1,18,20,17.64,37.1
18,Male,6.84,4.1,2.91,5.55,3.38,6.53,6.08,Good,5,16,27,29.09,60.45
20,Other,5.5,0.72,3.26,2.4,1.81,6.11,4.54,Good,4,9,14,33.41,33.84
23,Male,3.69,1.23,2.47,1.41,1.65,5.94,4.38,Poor,0,15,18,20.12,16.03
21,Male,8.5,1.16,0.8,3.25,0.57,8.25,5.98,Poor,7,28,0,44.95,68.73
16,Female,5.41,2.38,3.32,2.68,2.26,8.77,2.0,Poor,0,26,11,28.68,51.35
17,Other,2.17,2.29,0.05,3.86,1.85,6.6,6.63,Good,3,1,12,2.92,10.19
15,Male,4.77,0.93,2.02,2.11,2.28,6.39,2.86,Average,6,18,11,23.34,36.88
22,Male,7.7,1.32,0.82,3.69,3.91,8.05,11.02,Poor,3,10,17,38.93,58.66
16,Female,4.14,1.65,1.5,4.22,1.47,9.25,12.72,Good,9,13,16,35.99,47.08
20,Other,4.34,1.58,1.48,1.01,2.59,8.42,7.62,Poor,7,20,0,35.07,40.73
14,Other,3.17,2.73,2.8,5.5,1.82,8.85,4.75,Poor,3,4,18,13.03,13.66
23,Male,7.23,2.57,1.58,0.96,1.09,9.27,3.3,Poor,8,12,0,46.77,58.11
20,Female,4.67,2.45,2.36,6.56,3.42,5.8,10.59,Average,8,17,35,24.97,43.56
18,Other,4.98,1.56,1.23,0.54,2.42,6.08,9.74,Average,6,12,11,34.01,32.0
20,Other,6.92,2.82,1.25,0.59,0.93,8.19,7.68,Average,8,35,10,47.2,65.81
20,Other,4.43,1.3,2.21,3.99,1.69,5.99,3.9,Average,9,9,0,32.09,41.75
21,Female,3.26,2.81,0.13,0.28,1.79,7.53,1.7,Good,8,14,0,35.27,46.32
17,Male,4.41,3.89,2.71,2.19,3.22,5.69,8.39,Average,9,9,27,31.35,50.35
22,Female,2.64,0.38,3.44,4.48,1.95,6.97,3.03,Poor,0,4,7,12.58,13.43
19,Other,3.01,3.58,2.22,3.39,1.78,5.55,9.36,Average,2,9,25,3.36,9.15
22,Male,4.66,0.23,1.04,4.3,0.96,5.53,10.79,Good,9,6,12,13.79,25.26
17,Female,6.06,1.02,1.13,4.59,1.24,8.31,10.37,Good,3,21,27,23.89,43.71
20,Female,6.11,4.15,1.57,3.99,0.48,5.9,6.86,Average,10,28,17,33.92,52.74
16,Female,1.29,2.02,1.0,2.47,3.6,6.88,6.76,Average,4,5,4,0.98,6.14
17,Male,3.63,1.43,2.2,1.51,0.1,4.65,6.29,Poor,1,15,10,12.19,15.75
19,Other,4.39,2.45,0.85,2.01,2.35,6.73,6.13,Good,4,13,9,30.96,44.09
22,Male,4.0,0.4,0.71,4.12,2.14,3.84,9.78,Good,4,12,23,32.9,30.25
17,Other,4.44,2.08,2.5,2.67,1.69,8.87,8.57,Poor,6,13,13,26.33,33.79
15,Male,4.66,0.54,2.97,3.62,0.1,6.37,10.14,Average,2,15,37,25.1,20.97
16,Female,5.68,2.93,4.77,4.72,0.97,5.59,7.9,Poor,3,24,39,21.94,27.55
17,Male,0.45,3.03,1.48,1.8,1.63,7.14,8.7,Good,9,5,22,8.17,17.51
23,Female,9.18,2.73,0.03,5.44,1.17,7.0,8.78,Good,3,22,25,31.87,55.58
21,Other,6.43,0.38,2.7,5.23,0.52,7.26,5.77,Good,8,17,21,32.12,52.72
19,Female,8.77,1.73,0.95,4.67,1.18,9.14,9.06,Poor,6,22,25,51.8,60.09
16,Female,4.89,4.04,0.35,0.01,1.28,8.37,4.71,Poor,3,21,0,38.56,42.92
19,Female,3.73,3.6,1.31,0.6,2.91,7.77,6.53,Average,9,17,0,35.98,45.78
18,Male,6.48,1.72,2.61,6.11,3.33,4.67,6.94,Poor,8,14,50,40.67,48.66
18,Female,5.92,1.14,1.72,2.97,0.52,9.02,9.6,Good,9,14,4,32.92,45.05
16,Other,7.46,0.7,0.96,3.25,1.39,8.36,10.19,Average,2,19,7,38.66,51.75
17,Female,5.56,1.8,1.13,2.94,3.48,8.18,4.19,Poor,9,21,21,39.53,56.92
21,Male,3.15,2.32,3.28,1.21,2.68,6.62,6.31,Good,7,8,15,33.65,36.9
21,Other,3.47,3.64,2.32,0.69,0.57,6.55,7.57,Average,9,21,17,26.35,38.96
20,Female,3.95,3.73,0.07,1.28,2.93,8.0,9.71,Poor,8,13,10,33.14,55.59
18,Other,8.82,0.4,2.37,1.73,0.96,5.61,1.23,Good,3,29,6,50.54,52.62
19,Female,5.78,3.04,0.42,1.96,3.06,7.12,5.91,Good,1,18,14,31.04,40.43
18,Male,3.4,1.43,0.55,1.08,2.35,6.64,8.13,Good,5,9,10,24.33,38.26
18,Male,5.09,3.58,0.37,0.39,3.83,5.85,5.97,Poor,7,14,12,41.94,53.98
22,Other,5.92,1.59,1.34,2.26,0.54,5.68,7.65,Poor,5,22,0,38.31,36.55
22,Female,3.35,1.35,1.81,2.7,1.23,8.94,10.4,Poor,4,11,15,12.87,10.76
23,Female,1.31,3.26,3.56,1.89,2.82,8.85,7.63,Good,5,2,16,10.06,8.61
20,Male,6.81,1.14,1.05,0.94,0.39,8.12,3.4,Good,7,22,0,43.05,63.89
16,Female,3.35,1.49,0.68,0.67,1.93,5.95,9.33,Poor,10,11,10,24.15,33.19
20,Female,6.91,3.34,2.35,4.55,0.41,6.64,5.17,Good,4,23,26,31.65,49.95
22,Other,4.85,4.01,1.21,1.68,2.35,6.93,8.84,Good,3,24,6,26.82,39.18
17,Female,6.38,2.88,3.91,2.84,0.13,7.17,8.75,Good,3,26,19,31.18,48.0
16,Female,6.24,2.76,0.75,3.14,2.34,7.02,3.27,Average,2,24,0,32.65,37.86
18,Female,1.37,0.04,1.71,3.39,1.72,6.01,7.85,Good,6,1,26,9.57,10.3
19,Female,1.4,2.09,2.14,5.12,1.2,7.18,11.37,Good,6,0,26,2.33,8.13
15,Female,6.11,2.14,1.82,0.45,2.16,6.87,4.76,Good,5,25,7,36.97,51.99
22,Female,4.65,3.39,0.5,2.53,3.17,7.75,7.15,Good,2,10,17,14.39,26.85
17,Male,3.44,2.44,2.26,2.19,3.09,9.45,8.67,Good,9,16,4,24.97,46.46
21,Other,7.4,2.98,1.93,1.16,0.17,6.99,5.15,Good,1,18,1,36.45,46.14
20,Male,3.27,1.56,2.01,4.89,0.2,7.96,4.83,Poor,10,0,10,27.29,37.9
16,Other,4.36,1.37,1.83,2.5,3.98,8.7,1.59,Average,7,10,16,28.85,47.52
24,Female,6.16,2.36,3.35,3.61,1.15,6.58,3.4,Good,9,17,21,35.38,42.01
17,Male,8.8,1.93,0.89,3.07,1.6,8.16,4.59,Poor,4,23,0,44.81,63.29
20,Other,5.76,2.26,4.03,1.22,2.78,6.74,1.73,Good,9,13,21,29.5,45.54
17,Male,5.22,1.63,1.69,1.45,1.32,5.85,0.43,Good,6,16,1,33.78,28.96
16,Female,4.31,0.35,1.26,2.68,2.54,7.54,8.12,Average,9,14,20,24.29,52.83
19,Other,2.81,1.3,2.38,3.98,1.59,9.44,6.47,Poor,8,0,17,23.65,57.2
16,Female,7.25,1.19,1.13,3.33,0.62,7.04,5.36,Average,8,19,0,45.24,75.43
19,Male,2.55,2.65,4.39,2.46,1.02,6.41,3.84,Good,6,12,19,11.64,41.16
21,Other,3.78,1.08,1.75,1.79,0.38,8.18,7.86,Average,9,17,15,27.83,33.3
21,Female,3.06,1.87,3.87,3.11,1.53,6.53,6.47,Poor,4,3,26,20.53,15.44
24,Female,5.53,2.13,2.79,0.06,0.2,7.29,11.47,Good,9,18,9,45.27,58.1
22,Female,1.85,2.34,1.25,2.07,0.27,7.12,13.95,Average,5,14,20,11.22,24.6
16,Other,0.01,3.95,1.25,0.9,1.38,7.77,4.08,Good,5,10,0,0.93,6.82
20,Other,3.83,2.26,4.85,2.01,2.23,5.16,7.26,Good,9,2,33,16.59,35.46
18,Other,0.98,0.03,2.1,3.07,0.37,7.04,5.39,Poor,7,4,0,17.43,19.77
20,Other,6.81,1.01,1.8,4.53,2.36,7.11,4.5,Good,9,21,8,34.04,60.61
19,Other,1.91,0.78,2.5,3.53,3.74,5.97,9.98,Poor,3,4,28,0.42,3.71
20,Other,6.05,3.83,0.67,0.26,0.4,8.0,7.27,Good,8,24,0,48.49,59.1
16,Other,3.91,1.84,2.49,2.21,2.44,6.17,11.5,Good,7,12,22,31.65,31.31
17,Other,6.31,3.15,3.59,3.57,3.34,7.57,7.74,Poor,4,17,27,34.7,35.09
16,Other,4.47,3.23,2.22,4.84,1.83,7.01,5.76,Poor,9,12,23,34.29,44.2
17,Other,4.66,2.32,2.44,1.75,1.17,7.67,6.85,Poor,9,4,2,18.16,10.19
15,Other,5.51,2.99,2.54,1.99,2.55,5.11,5.52,Poor,8,13,0,23.22,48.29
15,Male,7.28,1.14,1.41,5.32,0.95,7.16,12.12,Good,7,13,7,45.26,46.84
18,Female,4.35,0.19,1.44,3.51,1.85,9.42,6.83,Average,7,23,5,35.16,45.84
21,Female,5.81,2.13,1.75,4.02,2.09,5.74,7.71,Poor,3,13,25,13.96,33.34
20,Female,5.22,2.04,3.5,0.07,1.62,6.98,6.68,Average,5,11,8,28.41,41.93
15,Female,7.5,2.73,2.85,4.11,0.97,4.19,7.55,Poor,6,21,32,39.15,59.11
17,Other,4.83,1.22,1.6,1.33,1.0,5.11,4.78,Average,1,26,21,30.11,39.28
23,Other,3.51,4.35,1.91,2.4,2.71,6.95,6.0,Average,4,11,9,16.48,32.51
18,Female,8.47,3.23,1.78,4.25,2.83,5.94,5.15,Good,5,29,21,47.82,56.94
19,Other,5.83,0.78,4.04,3.55,3.16,7.26,5.8,Good,0,18,24,23.64,50.15
20,Female,4.29,1.44,0.16,3.92,1.82,8.07,7.64,Good,2,26,17,11.37,28.76
18,Female,2.25,4.17,3.84,2.76,1.54,5.81,5.82,Good,6,7,27,11.83,16.68
19,Female,4.03,1.47,1.94,5.36,2.23,8.17,3.54,Good,8,12,11,28.03,45.23
18,Other,4.5,3.01,3.36,1.5,1.98,6.93,9.2,Good,1,7,23,18.37,31.71
20,Male,2.31,0.94,1.5,4.02,2.82,6.59,7.07,Good,6,1,10,23.34,18.06
18,Female,4.23,0.08,1.93,0.32,0.64,7.01,11.31,Good,5,22,2,36.81,46.79
18,Female,3.94,2.06,0.63,5.82,2.23,5.27,5.29,Good,10,3,8,24.69,25.53
16,Other,5.59,0.69,4.69,1.9,1.1,6.56,5.46,Average,2,13,10,21.32,29.89
17,Female,1.99,1.17,2.58,3.09,1.09,7.69,5.87,Average,7,14,4,18.51,27.26
18,Male,4.75,2.31,0.66,3.9,0.01,8.54,2.39,Poor,5,15,0,32.08,37.53
17,Male,3.32,1.36,0.37,3.99,1.51,5.03,8.26,Good,8,8,18,30.63,40.79
20,Female,4.02,0.85,0.67,0.15,2.18,8.79,8.19,Good,0,13,3,25.15,24.09
19,Other,8.16,0.38,2.88,0.17,1.61,7.37,8.23,Poor,10,30,0,56.92,79.07
16,Male,4.67,1.28,0.75,5.04,1.08,7.04,7.02,Poor,3,21,13,10.85,9.93
21,Other,4.43,4.62,2.17,1.57,3.77,5.55,6.64,Good,5,16,22,18.78,43.72
21,Female,5.81,1.69,0.05,5.81,1.71,5.1,4.09,Poor,6,4,12,20.91,37.77
19,Male,5.78,1.73,1.39,4.91,1.87,6.58,7.55,Good,3,17,23,20.39,29.66
16,Male,0.58,2.4,1.36,3.58,1.09,8.41,8.97,Good,10,0,10,6.82,8.47
19,Other,3.62,2.5,0.12,1.89,0.29,8.76,4.75,Average,8,21,0,31.63,32.3
15,Other,6.37,2.5,1.42,1.66,3.66,9.47,13.13,Poor,1,17,0,32.63,49.44
17,Other,2.24,0.93,0.2,3.0,2.71,6.23,3.47,Poor,8,0,0,19.3,32.22
16,Other,5.66,2.23,0.02,3.38,2.01,9.6,3.56,Average,5,22,0,35.54,43.13
21,Other,4.81,2.83,3.99,4.14,3.38,6.17,11.87,Good,4,9,54,3.58,11.03
18,Other,5.43,1.24,2.43,5.57,1.88,6.27,8.27,Average,5,15,10,26.86,29.82
17,Male,7.13,3.91,2.65,3.11,1.83,5.86,5.8,Average,3,31,13,31.78,49.91
16,Male,4.6,2.02,3.49,2.57,1.29,8.27,12.02,Average,3,13,17,29.3,42.59
20,Male,7.05,2.55,3.17,0.62,2.12,8.09,5.14,Average,3,20,0,30.05,46.05
19,Male,6.34,4.79,1.34,0.97,0.41,7.62,4.96,Good,2,25,0,37.94,43.22
17,Female,8.41,2.57,1.62,2.63,1.93,6.35,6.45,Poor,11,21,20,40.98,70.12
22,Male,3.78,3.44,2.73,1.73,1.57,6.57,4.74,Average,2,15,17,17.97,23.77
21,Female,3.29,2.19,3.01,3.3,1.78,5.17,3.67,Average,4,17,1,20.07,15.71
21,Male,4.46,3.11,1.03,5.26,2.0,9.36,6.91,Average,8,14,23,27.57,50.87
20,Other,2.72,1.96,2.73,2.48,2.76,6.26,9.68,Average,9,5,24,14.57,26.57
21,Female,5.53,1.84,3.61,1.48,1.44,4.13,3.31,Good,8,22,12,42.87,56.59
21,Male,5.84,3.12,1.16,3.03,1.24,7.85,5.95,Average,8,26,15,40.88,52.23
16,Male,3.97,0.7,0.62,3.8,2.35,7.22,7.57,Good,0,11,9,12.87,13.41
19,Other,4.46,3.88,2.02,5.34,1.42,8.04,3.76,Poor,7,15,22,26.06,29.22
19,Female,4.76,1.6,0.52,0.94,0.7,7.18,8.91,Average,5,21,0,26.11,45.63
